gene_id,gene_short_name,cluster,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000145741,BTF3,56,0.04539616931897983,8.882445734080159,1,0.04539616931897983,0.3227957809215315,2.5618334078747727e-232,6.41566344917599e-226
ENSG00000145741,BTF3,57,0.046016476072862404,9.070423776407917,0.9966996699669967,0.046168848510189764,0.3051491966629703,3.4992590803415764e-236,8.763281996376419e-230
ENSG00000145741,BTF3,58,0.047953011079298925,9.516694117746336,0.9992553983618764,0.04798874357637739,0.3375601172265585,7.038125225779873e-229,1.762575295605118e-222
ENSG00000145741,BTF3,69,0.03732530857533972,8.73569745341801,0.8333333333333334,0.044790370290407666,0.04258969995010116,4.365347341344231e-14,1.0932248480611891e-7
ENSG00000171643,S100Z,23,0.06698495058053909,0.6063030017458738,0.5743415463041631,0.11662912253445934,0.20954258713028204,3.577337172523182e-134,8.958814914579118e-128
ENSG00000171643,S100Z,26,0.08260322553354278,0.745387829400305,0.6041923551171393,0.13671676715857795,0.24099499760237025,1.2073693244484447e-128,3.0236451834493514e-122
ENSG00000171530,TBCA,65,0.07199718459274279,2.1295149852046222,0.9125475285171103,0.07889691478288063,0.3291778126897974,8.856289343068287e-173,2.2179026809079487e-166
ENSG00000171530,TBCA,68,0.04016037266155005,1.6706029615772082,0.616600790513834,0.06513188643187284,0.08227755528806707,4.336108697013746e-50,1.085902541264895e-43
ENSG00000171530,TBCA,73,0.05973504109430683,1.7683973744694215,0.8767025089605734,0.06813604442073429,0.26341336368683765,7.036213943087869e-182,1.7620966483023529e-175
ENSG00000039319,ZFYVE16,41,0.13396807245979345,2.903570695663119,0.5076923076923077,0.2638765063601992,0.2214430890062987,1.6270654719725828e-71,4.074700738097738e-65
ENSG00000228716,DHFR,24,0.1410149790930014,0.9573558189231817,0.9100671140939597,0.15495008764643958,0.5402069512261549,7.960195109949385e-275,1.9934915618723993e-268
ENSG00000228716,DHFR,25,0.1276385827703663,0.9250602950625592,0.8456014362657092,0.15094414140784296,0.4505627204114598,0,0
ENSG00000145687,SSBP2,23,0.06512218702290679,0.8523690013023162,0.7306711979609176,0.08912652805344334,0.2403292582147584,1.1205330127419346e-153,2.806178837134945e-147
ENSG00000145687,SSBP2,26,0.08112112080577469,1.114854209270688,0.7385943279901356,0.10983176790230931,0.27502429508183196,1.3289377644713265e-146,3.328092067009655e-140
ENSG00000038427,VCAN,41,0.11555207697810832,3.2364278631305914,0.5046153846153846,0.22899039645051955,0.2899977768071101,3.970193943104275e-93,9.942655946564615e-87
ENSG00000038427,VCAN,50,0.20066630233650481,3.6552632429021794,0.7993447993447993,0.2510384786402381,0.5371380445803119,0,0
